Date, Open, Close, High, Low,Change %
05/10/2023,4259.31,4258.19,4267.13,4225.91,-0.03
04/10/2023,4233.83,4263.75,4268.5,4220.48,0.71
03/10/2023,4269.75,4229.45,4281.15,4216.45,-0.94
02/10/2023,4284.52,4288.39,4300.58,4260.21,0.09
29/09/2023,4328.18,4288.05,4333.15,4274.86,-0.93
28/09/2023,4269.65,4299.7,4317.27,4264.38,0.7
27/09/2023,4282.63,4274.51,4292.07,4238.63,-0.19
26/09/2023,4312.88,4273.53,4313.01,4265.98,-0.91
25/09/2023,4310.62,4337.44,4338.51,4302.7,0.62
22/09/2023,4341.74,4320.06,4357.4,4316.49,-0.5
21/09/2023,4374.36,4330,4375.7,4329.17,-1.01
20/09/2023,4452.81,4402.2,4461.03,4401.38,-1.14
19/09/2023,4445.41,4443.95,4449.85,4416.61,-0.03
18/09/2023,4445.13,4453.53,4466.36,4442.11,0.19
15/09/2023,4497.98,4450.32,4497.98,4447.21,-1.06
14/09/2023,4487.78,4505.1,4511.99,4478.69,0.39
13/09/2023,4462.65,4467.44,4479.39,4453.52,0.11
12/09/2023,4473.27,4461.9,4487.11,4456.83,-0.25
11/09/2023,4480.98,4487.46,4490.77,4467.89,0.14
08/09/2023,4451.3,4457.49,4473.53,4448.38,0.14
07/09/2023,4434.55,4451.14,4457.81,4430.46,0.37
06/09/2023,4490.35,4465.48,4490.35,4442.38,-0.55
05/09/2023,4510.06,4496.83,4514.29,4496.01,-0.29
01/09/2023,4530.85,4515.77,4541.25,4501.35,-0.33
31/08/2023,4517.01,4507.66,4532.26,4507.39,-0.21
30/08/2023,4500.34,4514.87,4521.65,4493.59,0.32
29/08/2023,4432.75,4497.63,4500.14,4431.68,1.46
28/08/2023,4426.03,4433.31,4439.56,4414.98,0.16
25/08/2023,4389.38,4405.71,4418.46,4356.29,0.37
24/08/2023,4455.16,4376.31,4458.3,4375.55,-1.77
23/08/2023,4396.44,4436.01,4443.18,4396.44,0.9
22/08/2023,4415.33,4387.55,4418.59,4382.77,-0.63
21/08/2023,4380.28,4399.77,4407.55,4360.3,0.44
18/08/2023,4344.88,4369.71,4381.82,4335.31,0.57
17/08/2023,4416.32,4370.36,4421.17,4364.83,-1.04
16/08/2023,4433.79,4404.33,4449.95,4403.55,-0.66
15/08/2023,4478.87,4437.86,4478.87,4432.19,-0.92
14/08/2023,4458.13,4489.72,4490.33,4453.44,0.71
11/08/2023,4450.69,4464.05,4476.23,4443.98,0.3
10/08/2023,4487.16,4468.83,4527.37,4457.92,-0.41
09/08/2023,4501.57,4467.71,4502.44,4461.33,-0.75
08/08/2023,4498.03,4499.38,4503.31,4464.39,0.03
07/08/2023,4491.58,4518.44,4519.84,4491.15,0.6
04/08/2023,4513.96,4478.03,4540.34,4474.55,-0.8
03/08/2023,4494.27,4501.89,4519.49,4485.54,0.17
02/08/2023,4550.93,4513.39,4550.93,4505.75,-0.82
01/08/2023,4578.83,4576.73,4584.62,4567.53,-0.05
31/07/2023,4584.82,4588.96,4594.22,4573.14,0.09
28/07/2023,4565.75,4582.23,4590.16,4564.01,0.36
27/07/2023,4598.26,4537.41,4607.07,4528.56,-1.32
26/07/2023,4558.96,4566.75,4582.47,4547.58,0.17
25/07/2023,4555.19,4567.46,4580.62,4552.42,0.27
24/07/2023,4543.39,4554.64,4563.41,4541.29,0.25
21/07/2023,4550.16,4536.34,4555,4535.79,-0.3
20/07/2023,4554.38,4534.87,4564.74,4527.56,-0.43
19/07/2023,4563.87,4565.72,4578.43,4557.48,0.04
18/07/2023,4521.78,4554.98,4562.3,4514.59,0.73
17/07/2023,4508.86,4522.79,4532.85,4504.9,0.31
14/07/2023,4514.61,4505.42,4527.76,4499.56,-0.2
13/07/2023,4491.5,4510.04,4517.38,4489.36,0.41
12/07/2023,4467.69,4472.16,4488.34,4463.23,0.1
11/07/2023,4415.55,4439.26,4443.64,4408.46,0.54
10/07/2023,4394.23,4409.53,4412.6,4389.92,0.35
07/07/2023,4404.54,4398.95,4440.39,4397.4,-0.13
06/07/2023,4422.62,4411.59,4422.62,4385.05,-0.25
05/07/2023,4442.04,4446.82,4454.06,4436.61,0.11
03/07/2023,4449.45,4455.59,4456.46,4442.29,0.14
30/06/2023,4422.44,4450.38,4458.48,4422.44,0.63
29/06/2023,4374.94,4396.44,4398.39,4371.97,0.49
28/06/2023,4367.48,4376.86,4390.35,4360.22,0.21
27/06/2023,4337.36,4378.41,4384.42,4335,0.95
26/06/2023,4344.84,4328.82,4362.06,4328.08,-0.37
23/06/2023,4354.17,4348.33,4366.55,4341.34,-0.13
22/06/2023,4355.4,4381.89,4382.25,4351.82,0.61
21/06/2023,4380.01,4365.69,4386.22,4360.14,-0.33
20/06/2023,4396.11,4388.71,4400.15,4367.19,-0.17
16/06/2023,4442.7,4409.59,4448.47,4407.44,-0.75
15/06/2023,4365.33,4425.84,4439.2,4362.6,1.39
14/06/2023,4366.29,4372.59,4391.82,4337.85,0.14
13/06/2023,4352.61,4369.01,4375.37,4349.31,0.38
12/06/2023,4308.32,4338.93,4340.13,4304.37,0.71
09/06/2023,4304.88,4298.86,4322.62,4291.7,-0.14
08/06/2023,4268.69,4293.93,4298.01,4261.07,0.59
07/06/2023,4285.47,4267.52,4299.19,4263.96,-0.42
06/06/2023,4271.34,4283.85,4288.33,4263.09,0.29
05/06/2023,4282.99,4273.79,4299.28,4266.82,-0.21
02/06/2023,4241.01,4282.37,4290.67,4241.01,0.98
01/06/2023,4183.03,4221.02,4232.43,4171.64,0.91
31/05/2023,4190.74,4179.83,4195.44,4166.15,-0.26
30/05/2023,4226.71,4205.52,4231.1,4192.18,-0.5
26/05/2023,4155.98,4205.45,4212.87,4156.16,1.19
25/05/2023,4155.71,4151.28,4165.74,4129.73,-0.11
24/05/2023,4132.96,4115.24,4132.96,4103.98,-0.43
23/05/2023,4176.8,4145.58,4185.68,4142.54,-0.75
22/05/2023,4190.78,4192.63,4209.22,4179.68,0.04
19/05/2023,4204.15,4191.98,4212.91,4180.2,-0.29
18/05/2023,4157.68,4198.05,4202.2,4153.5,0.97
17/05/2023,4122.85,4158.77,4164.67,4113.62,0.87
16/05/2023,4127.95,4109.9,4135.54,4109.86,-0.44
15/05/2023,4126.65,4136.28,4141.25,4110.27,0.23
12/05/2023,4138.54,4124.08,4143.74,4099.12,-0.35
11/05/2023,4132.24,4130.62,4132.8,4109.29,-0.04
10/05/2023,4143.74,4137.64,4154.28,4098.92,-0.15
09/05/2023,4124.25,4119.17,4130.35,4116.65,-0.12
08/05/2023,4136.98,4138.12,4142.3,4123.81,0.03
05/05/2023,4084.73,4136.25,4147.02,4084.73,1.26
04/05/2023,4082.55,4061.22,4082.61,4048.28,-0.52
03/05/2023,4122.25,4090.75,4148.3,4088.86,-0.76
02/05/2023,4164.1,4119.58,4164.1,4089.72,-1.07
01/05/2023,4166.79,4167.87,4186.92,4164.12,0.03
28/04/2023,4129.63,4169.48,4170.06,4127.18,0.96
27/04/2023,4075.29,4135.35,4138.24,4075.29,1.47
26/04/2023,4087.78,4055.99,4089.67,4049.35,-0.78
25/04/2023,4126.43,4071.63,4126.43,4071.38,-1.33
24/04/2023,4132.07,4137.04,4142.41,4117.77,0.12
21/04/2023,4132.14,4133.52,4138.02,4113.86,0.03
20/04/2023,4130.48,4129.79,4148.57,4114.57,-0.02
19/04/2023,4139.33,4154.52,4162.57,4134.49,0.37
18/04/2023,4164.26,4154.87,4169.48,4140.36,-0.23
17/04/2023,4137.17,4151.32,4151.72,4123.18,0.34
14/04/2023,4140.11,4137.64,4163.19,4113.2,-0.06
13/04/2023,4100.04,4146.22,4150.26,4099.4,1.13
12/04/2023,4121.72,4091.95,4134.37,4086.94,-0.72
11/04/2023,4110.29,4108.94,4124.26,4102.61,-0.03
10/04/2023,4085.2,4109.11,4109.5,4072.55,0.59
06/04/2023,4081.58,4105.02,4107.32,4069.84,0.57
05/04/2023,4094.5,4090.38,4099.69,4072.56,-0.1
04/04/2023,4128.03,4100.6,4133.13,4086.87,-0.66
03/04/2023,4102.2,4124.51,4127.66,4098.79,0.54
31/03/2023,4056.18,4109.31,4110.75,4056.18,1.31
30/03/2023,4046.74,4050.83,4057.85,4032.1,0.1
29/03/2023,3999.53,4027.81,4030.59,3999.53,0.71
28/03/2023,3974.13,3971.27,3979.2,3951.53,-0.07
27/03/2023,3982.93,3977.53,4003.83,3970.49,-0.14
24/03/2023,3939.21,3970.99,3972.74,3909.16,0.81
23/03/2023,3959.21,3948.72,4007.66,3919.05,-0.26
22/03/2023,4002.04,3936.97,4039.49,3936.17,-1.63
21/03/2023,3975.89,4002.87,4009.08,3971.19,0.68
20/03/2023,3917.47,3951.57,3956.62,3916.89,0.87
17/03/2023,3958.69,3916.64,3958.91,3901.27,-1.06
16/03/2023,3878.93,3960.28,3964.46,3864.11,2.1
15/03/2023,3876.74,3891.93,3894.26,3838.24,0.39
14/03/2023,3894.01,3919.29,3937.29,3873.63,0.65
13/03/2023,3835.12,3855.76,3905.05,3808.86,0.54
10/03/2023,3912.77,3861.59,3934.05,3846.32,-1.31
09/03/2023,3998.66,3918.32,4017.81,3908.7,-2.01
08/03/2023,3987.55,3992.01,4000.41,3969.76,0.11
07/03/2023,4048.26,3986.37,4050,3980.31,-1.53
06/03/2023,4055.15,4048.42,4078.49,4044.61,-0.17
03/03/2023,3998.02,4045.64,4048.29,3995.17,1.19
02/03/2023,3938.68,3981.35,3990.84,3928.16,1.08
01/03/2023,3963.34,3951.39,3971.73,3939.05,-0.3
28/02/2023,3977.19,3970.15,3997.5,3968.98,-0.18
27/02/2023,3992.36,3982.24,4018.05,3973.55,-0.25
24/02/2023,3973.24,3970.04,3978.25,3943.08,-0.08
23/02/2023,4018.6,4012.32,4028.3,3969.19,-0.16
22/02/2023,4001.83,3991.05,4017.37,3976.9,-0.27
21/02/2023,4052.35,3997.34,4052.35,3995.19,-1.36
17/02/2023,4077.73,4079.09,4081.51,4047.95,0.03
16/02/2023,4114.75,4090.41,4136.54,4089.49,-0.59
15/02/2023,4119.5,4147.6,4148.11,4103.98,0.68
14/02/2023,4126.7,4136.13,4159.77,4095.01,0.23
13/02/2023,4096.62,4137.29,4138.9,4092.67,0.99
10/02/2023,4068.92,4090.46,4094.36,4060.79,0.53
09/02/2023,4144.25,4081.5,4156.23,4069.67,-1.51
08/02/2023,4153.47,4117.86,4156.85,4111.67,-0.86
07/02/2023,4105.35,4164,4176.54,4088.39,1.43
06/02/2023,4119.57,4111.08,4124.63,4093.38,-0.21
03/02/2023,4136.69,4136.48,4182.36,4123.36,-0.01
02/02/2023,4158.68,4179.76,4195.44,4141.88,0.51
01/02/2023,4070.07,4119.21,4148.95,4037.2,1.21
31/01/2023,4020.85,4076.6,4077.16,4020.44,1.39
30/01/2023,4049.27,4017.77,4063.85,4015.55,-0.78
27/01/2023,4053.72,4070.56,4094.21,4048.7,0.42
26/01/2023,4036.08,4060.43,4061.57,4013.29,0.6
25/01/2023,3982.71,4016.22,4019.55,3949.06,0.84
24/01/2023,4001.74,4016.95,4023.92,3989.79,0.38
23/01/2023,3978.14,4019.81,4039.31,3971.64,1.05
20/01/2023,3909.04,3972.61,3972.96,3897.86,1.63
19/01/2023,3911.84,3898.85,3922.94,3885.54,-0.33
18/01/2023,4002.25,3928.86,4014.16,3926.59,-1.83
17/01/2023,3999.28,3990.97,4015.39,3984.57,-0.21
13/01/2023,3960.32,3999.09,4003.95,3947.67,0.98
12/01/2023,3977.57,3983.17,3997.76,3937.56,0.14
11/01/2023,3932.35,3969.61,3970.07,3928.54,0.95
10/01/2023,3888.57,3919.25,3919.83,3877.29,0.79
09/01/2023,3910.82,3892.09,3950.57,3890.42,-0.48
06/01/2023,3823.37,3895.08,3906.19,3809.56,1.88
05/01/2023,3839.74,3808.1,3839.74,3802.42,-0.82
04/01/2023,3840.36,3852.97,3873.16,3815.77,0.33
03/01/2023,3853.29,3824.14,3878.46,3794.33,-0.76
30/12/2022,3828.85,3839.5,3839.85,3800.34,0.28
29/12/2022,3805.45,3849.28,3858.19,3805.45,1.15
28/12/2022,3829.56,3783.22,3848.32,3780.78,-1.21
27/12/2022,3843.34,3829.25,3846.65,3813.22,-0.37
23/12/2022,3813.11,3844.82,3845.8,3797.01,0.83
22/12/2022,3853.26,3822.39,3853.26,3764.49,-0.8
21/12/2022,3839.49,3878.44,3889.82,3839.49,1.01
20/12/2022,3810.47,3821.62,3838.24,3795.62,0.29
19/12/2022,3853.79,3817.66,3854.86,3800.04,-0.94
16/12/2022,3890.91,3852.36,3890.91,3827.91,-0.99
15/12/2022,3958.37,3895.75,3958.37,3879.45,-1.58
14/12/2022,4015.54,3995.32,4053.76,3965.65,-0.5
13/12/2022,4069.38,4019.65,4100.96,3993.03,-1.22
12/12/2022,3939.29,3990.56,3990.71,3935.3,1.3
09/12/2022,3954.17,3934.38,3977.02,3933.04,-0.5
08/12/2022,3947.79,3963.51,3974.19,3935.83,0.4
07/12/2022,3933.28,3933.92,3957.57,3922.68,0.02
06/12/2022,3996.63,3941.26,4001.51,3918.39,-1.39
05/12/2022,4052.02,3998.84,4052.45,3984.49,-1.31
02/12/2022,4040.17,4071.7,4080.48,4026.63,0.78
01/12/2022,4087.14,4076.57,4100.51,4050.87,-0.26
30/11/2022,3957.18,4080.11,4080.11,3938.58,3.11
29/11/2022,3964.19,3957.63,3976.77,3937.65,-0.17
28/11/2022,4005.36,3963.94,4012.27,3955.77,-1.03
25/11/2022,4023.34,4026.12,4034.02,4020.76,0.07
23/11/2022,4001.02,4027.26,4033.78,3998.66,0.66
22/11/2022,3965.51,4003.58,4005.88,3956.88,0.96
21/11/2022,3956.23,3949.94,3962,3933.34,-0.16
18/11/2022,3966.39,3965.34,3979.89,3935.98,-0.03
17/11/2022,3919.26,3946.56,3954.33,3906.54,0.7
16/11/2022,3976.82,3958.79,3983.09,3954.34,-0.45
15/11/2022,4006.41,3991.73,4028.84,3953.17,-0.37
14/11/2022,3977.97,3957.25,4008.97,3956.4,-0.52
11/11/2022,3963.72,3992.93,4001.48,3944.82,0.74
10/11/2022,3859.89,3956.37,3958.33,3859.89,2.5
09/11/2022,3810.94,3748.57,3818.2,3744.22,-1.64
08/11/2022,3817.02,3828.11,3859.4,3786.28,0.29
07/11/2022,3780.71,3806.8,3813.95,3764.7,0.69
04/11/2022,3766.98,3770.55,3796.34,3708.84,0.09
03/11/2022,3733.25,3719.89,3750.59,3698.15,-0.36
02/11/2022,3852.9,3759.69,3894.44,3758.68,-2.42
01/11/2022,3901.79,3856.1,3911.79,3843.8,-1.17
31/10/2022,3881.85,3871.98,3893.73,3863.18,-0.25
28/10/2022,3808.26,3901.06,3905.42,3808.26,2.44
27/10/2022,3834.69,3807.3,3859.95,3803.79,-0.71
26/10/2022,3825.97,3830.6,3886.15,3824.07,0.12
25/10/2022,3799.44,3859.11,3862.85,3799.44,1.57
24/10/2022,3762.01,3797.34,3810.74,3741.65,0.94
21/10/2022,3657.1,3752.75,3757.89,3647.42,2.62
20/10/2022,3689.05,3665.78,3736,3656.44,-0.63
19/10/2022,3703.11,3695.16,3728.58,3666.51,-0.21
18/10/2022,3746.26,3719.98,3762.79,3686.53,-0.7
17/10/2022,3638.65,3677.95,3689.73,3638.65,1.08
14/10/2022,3690.41,3583.07,3712,3579.68,-2.91
13/10/2022,3520.37,3669.91,3685.41,3491.58,4.25
12/10/2022,3590.83,3577.03,3608.34,3573.86,-0.38
11/10/2022,3595.86,3588.84,3640.66,3568.45,-0.2
10/10/2022,3647.51,3612.39,3652.17,3588.1,-0.96
07/10/2022,3706.74,3639.66,3706.74,3620.73,-1.81
06/10/2022,3771.97,3744.52,3797.93,3739.22,-0.73
05/10/2022,3753.25,3783.28,3806.91,3722.66,0.8
04/10/2022,3726.46,3790.93,3791.92,3726.46,1.73
03/10/2022,3609.78,3678.43,3698.35,3604.93,1.9
30/09/2022,3633.48,3585.62,3671.44,3584.13,-1.32
29/09/2022,3687.01,3640.47,3687.01,3610.4,-1.26
28/09/2022,3651.94,3719.04,3736.74,3640.61,1.84
27/09/2022,3686.44,3647.29,3717.53,3623.29,-1.06
26/09/2022,3682.72,3655.04,3715.67,3644.76,-0.75
23/09/2022,3727.14,3693.23,3727.14,3647.47,-0.91
22/09/2022,3782.36,3757.99,3790.9,3749.45,-0.64
21/09/2022,3871.4,3789.93,3907.07,3789.49,-2.1
20/09/2022,3875.23,3855.93,3876.01,3827.54,-0.5
19/09/2022,3849.91,3899.89,3900.45,3838.5,1.3
16/09/2022,3880.95,3873.33,3880.95,3837.08,-0.2
15/09/2022,3932.41,3901.35,3959.14,3888.28,-0.79
14/09/2022,3940.73,3946.01,3961.94,3912.18,0.13
13/09/2022,4037.12,3932.69,4037.12,3921.28,-2.59
12/09/2022,4083.67,4110.41,4119.28,4083.67,0.65
09/09/2022,4022.94,4067.36,4076.81,4022.94,1.1
08/09/2022,3959.94,4006.18,4010.5,3944.81,1.17
07/09/2022,3909.43,3979.87,3987.89,3906.03,1.8
06/09/2022,3930.89,3908.19,3942.55,3886.75,-0.58
02/09/2022,3996.39,3924.26,4018.43,3906.21,-1.8
01/09/2022,3936.73,3966.85,3970.23,3903.65,0.77
31/08/2022,4000.67,3955,4015.37,3954.53,-1.14
30/08/2022,4041.25,3986.16,4044.98,3965.21,-1.36
29/08/2022,4034.58,4030.61,4062.99,4017.42,-0.1
26/08/2022,4198.74,4057.66,4203.04,4057.66,-3.36
25/08/2022,4153.26,4199.12,4200.54,4147.59,1.1
24/08/2022,4126.55,4140.77,4156.56,4119.97,0.34
23/08/2022,4133.09,4128.73,4159.77,4124.03,-0.11
22/08/2022,4195.08,4137.99,4195.08,4129.86,-1.36
19/08/2022,4266.31,4228.48,4266.31,4218.7,-0.89
18/08/2022,4273.13,4283.74,4292.53,4261.98,0.25
17/08/2022,4280.4,4274.04,4302.18,4253.08,-0.15
16/08/2022,4290.46,4305.2,4325.28,4277.77,0.34
15/08/2022,4269.37,4297.14,4301.79,4256.9,0.65
12/08/2022,4225.02,4280.15,4280.47,4219.78,1.3
11/08/2022,4227.4,4207.27,4257.91,4201.41,-0.48
10/08/2022,4181.02,4210.24,4211.03,4177.26,0.7
09/08/2022,4133.11,4122.47,4137.3,4112.09,-0.26
08/08/2022,4155.93,4140.06,4186.62,4128.97,-0.38
05/08/2022,4115.87,4145.19,4151.58,4107.31,0.71
04/08/2022,4154.85,4151.94,4161.29,4135.42,-0.07
03/08/2022,4107.96,4155.17,4167.66,4107.96,1.15
02/08/2022,4104.21,4091.19,4140.47,4079.81,-0.32
01/08/2022,4112.38,4118.63,4144.95,4096.02,0.15
29/07/2022,4087.33,4130.29,4140.15,4079.22,1.05
28/07/2022,4026.13,4072.43,4078.95,3992.97,1.15
27/07/2022,3951.43,4023.61,4039.56,3951.43,1.83
26/07/2022,3953.22,3921.05,3953.22,3910.74,-0.81
25/07/2022,3965.72,3966.84,3975.3,3943.46,0.03
22/07/2022,3998.43,3961.63,4012.44,3938.86,-0.92
21/07/2022,3955.47,3998.95,3999.29,3927.64,1.1
20/07/2022,3935.32,3959.9,3974.13,3922.03,0.62
19/07/2022,3860.73,3936.69,3939.81,3860.73,1.97
18/07/2022,3883.79,3830.85,3902.44,3818.63,-1.36
15/07/2022,3818,3863.16,3863.62,3817.18,1.18
14/07/2022,3763.99,3790.38,3796.41,3721.56,0.7
13/07/2022,3779.67,3801.78,3829.44,3759.07,0.58
12/07/2022,3851.95,3818.8,3873.41,3802.36,-0.86
11/07/2022,3880.94,3854.43,3880.94,3847.22,-0.68
08/07/2022,3888.26,3899.38,3918.5,3869.34,0.29
07/07/2022,3858.85,3902.62,3910.63,3858.85,1.13
06/07/2022,3831.98,3845.08,3870.91,3809.37,0.34
05/07/2022,3792.61,3831.39,3832.19,3742.06,1.02
01/07/2022,3781.08,3825.33,3829.82,3752.1,1.17
30/06/2022,3785.99,3785.38,3818.99,3738.67,-0.02
29/06/2022,3825.09,3818.83,3836.5,3799.02,-0.16
28/06/2022,3913,3821.55,3945.86,3820.14,-2.34
27/06/2022,3920.76,3900.11,3927.72,3889.66,-0.53
24/06/2022,3821.75,3911.74,3913.65,3821.75,2.35
23/06/2022,3774.71,3795.73,3802.58,3743.52,0.56
22/06/2022,3733.89,3759.89,3801.79,3717.69,0.7
21/06/2022,3715.31,3764.79,3779.65,3715.31,1.33
17/06/2022,3665.9,3674.84,3707.71,3636.87,0.24
16/06/2022,3728.18,3666.77,3728.18,3639.77,-1.65
15/06/2022,3764.05,3789.99,3837.56,3722.3,0.69
14/06/2022,3763.52,3735.48,3778.18,3705.68,-0.75
13/06/2022,3838.15,3749.63,3838.15,3734.3,-2.31
10/06/2022,3974.39,3900.86,3974.39,3900.16,-1.85
09/06/2022,4101.65,4017.82,4119.1,4017.17,-2.04
08/06/2022,4147.12,4115.77,4160.14,4107.2,-0.76
07/06/2022,4096.47,4160.68,4164.86,4080.19,1.57
06/06/2022,4134.72,4121.43,4168.78,4109.18,-0.32
03/06/2022,4137.57,4108.54,4142.67,4098.67,-0.7
02/06/2022,4095.41,4176.82,4177.51,4074.37,1.99
01/06/2022,4149.78,4101.23,4166.54,4073.85,-1.17
31/05/2022,4151.09,4132.15,4168.34,4104.88,-0.46
27/05/2022,4077.25,4158.24,4158.49,4077.43,1.99
26/05/2022,3984.6,4057.84,4075.14,3984.6,1.84
25/05/2022,3929.59,3978.73,3999.33,3925.03,1.25
24/05/2022,3942.94,3941.48,3955.68,3875.13,-0.04
23/05/2022,3919.42,3973.75,3981.88,3909.04,1.39
20/05/2022,3927.76,3901.36,3943.42,3810.32,-0.67
19/05/2022,3899,3900.79,3945.96,3876.58,0.05
18/05/2022,4051.98,3923.68,4051.98,3911.91,-3.17
17/05/2022,4052,4088.85,4090.72,4033.93,0.91
16/05/2022,4013.02,4008.01,4046.46,3983.99,-0.12
13/05/2022,3963.9,4023.89,4038.88,3963.9,1.51
12/05/2022,3903.95,3930.08,3964.8,3858.87,0.67
11/05/2022,3990.08,3935.18,4049.09,3928.82,-1.38
10/05/2022,4035.18,4001.05,4068.82,3958.17,-0.85
09/05/2022,4081.27,3991.24,4081.27,3975.48,-2.21
06/05/2022,4128.17,4123.34,4157.69,4067.91,-0.12
05/05/2022,4270.43,4146.87,4270.43,4106.01,-2.89
04/05/2022,4181.18,4300.17,4307.66,4148.91,2.85
03/05/2022,4159.78,4175.48,4200.1,4147.08,0.38
02/05/2022,4130.61,4155.38,4169.81,4062.51,0.6
29/04/2022,4253.75,4131.93,4269.68,4124.28,-2.86
28/04/2022,4222.58,4287.5,4308.45,4188.63,1.54
27/04/2022,4186.52,4183.96,4240.71,4162.9,-0.06
26/04/2022,4278.14,4175.2,4278.14,4175.04,-2.41
25/04/2022,4255.34,4296.12,4299.02,4200.82,0.96
22/04/2022,4385.83,4271.78,4385.83,4267.62,-2.6
21/04/2022,4489.17,4393.66,4512.94,4384.47,-2.13
20/04/2022,4472.26,4459.45,4488.29,4448.76,-0.29
19/04/2022,4390.63,4462.21,4471.03,4390.63,1.63
18/04/2022,4385.63,4391.69,4410.31,4370.3,0.14
14/04/2022,4449.12,4392.59,4460.46,4390.77,-1.27
13/04/2022,4394.3,4446.59,4453.92,4392.7,1.19
12/04/2022,4437.59,4397.45,4471,4381.34,-0.9
11/04/2022,4462.64,4412.53,4464.35,4408.38,-1.12
08/04/2022,4494.15,4488.28,4520.41,4474.6,-0.13
07/04/2022,4474.65,4500.21,4521.16,4450.3,0.57
06/04/2022,4494.17,4481.15,4503.94,4450.04,-0.29
05/04/2022,4572.45,4525.12,4593.45,4514.17,-1.04
04/04/2022,4547.97,4582.64,4583.5,4539.21,0.76
01/04/2022,4540.32,4545.86,4548.7,4507.57,0.12
31/03/2022,4599.02,4530.41,4603.07,4530.41,-1.49
30/03/2022,4624.2,4602.45,4627.77,4581.32,-0.47
29/03/2022,4602.86,4631.6,4637.3,4589.66,0.62
28/03/2022,4541.09,4575.52,4575.65,4517.69,0.76
25/03/2022,4522.91,4543.06,4546.03,4501.07,0.45
24/03/2022,4469.98,4520.16,4520.58,4465.17,1.12
23/03/2022,4493.1,4456.24,4501.07,4455.81,-0.82
22/03/2022,4469.1,4511.61,4522,4469.1,0.95
21/03/2022,4462.4,4461.18,4481.75,4424.3,-0.03
18/03/2022,4407.34,4463.12,4465.4,4390.57,1.27
17/03/2022,4345.11,4411.67,4412.67,4335.65,1.53
16/03/2022,4288.14,4357.86,4358.9,4251.99,1.63
15/03/2022,4188.82,4262.45,4271.05,4187.9,1.76
14/03/2022,4202.75,4173.11,4247.57,4161.72,-0.71
11/03/2022,4279.5,4204.31,4291.01,4200.49,-1.76
